id,place,name,name:ru,name:uk,uwagi
node/1855026515,town,Drohiczyn,Дрохичин,Дрохічин,
node/105491400,town,Drzewica,Джевица,Джевиця,
node/692614019,town,Dubiecko,Дубецко,Дубецко,
node/40641710,town,Dukla,Дукля,Дукля,
node/349987517,town,Duszniki-Zdrój,Душники-Здруй,Душники Здруй,
node/506203648,town,Dynów,Дынув,Динув,
node/31577347,town,Działdowo,Дзялдово,Дзялдово,
node/31895302,town,Działoszyce,Дзялошице,Дзялошице,
node/31806052,town,Działoszyn,Дзялошин,Дзялошин,
node/31532261,town,Dzierzgoń,Дзежгонь,Дзежгонь,
node/295814305,town,Dzierżoniów,Дзержонюв,Дзержонюв,
node/255755745,town,Dziwnów,Дзивнув,Дзивнув,
node/31532258,city,Elbląg,Эльблонг,Ельблонг,
node/253553350,town,Ełk,Элк,Елк,
node/1854936850,town,Frampol,Фрамполь,Фрамполь,
node/31532247,town,Frombork,Фромборк,Фромборк,
node/31709942,town,Gąbin,Гомбин,Гомбин,
node/1855026517,town,Garwolin,Гарволин,Гарволін,
node/26432122,city,Gdańsk,Гданьск,Гданськ,
node/26432430,city,Gdynia,Гдыня,Гдиня,
node/31524789,town,Giżycko,Гижицко,Гіжицько,
node/1854936856,town,Glinojeck,Глиноецк,Гліноєцьк,
node/28900665,city,Gliwice,Гливице,Глівіце,
node/1758659813,town,Głogów,Глогув,Ґлоґув,
node/31894993,town,Głogów Małopolski,Глогув-Малопольский,Глогув-Малопольський,
node/568060456,town,Głogówek,Глогувек,Глогувек,
node/31880924,town,Głowno,Гловно,Гловно,
node/560469083,town,Głubczyce,Глубчице,Ґлубчице,
node/567145434,town,Głuchołazy,Глухолазы,Глухолази,
node/1770680193,town,Głuszyca,Глушица,Глушица,
node/31532215,town,Gniew,Гнев,Гнев,
node/598903372,town,Gniewkowo,Гневково,Гневково,
node/158801054,town,Gniezno,Гнезно,Гнезно,
node/560719867,town,Gogolin,Гоголин,Гоголін,
node/264534777,town,Gołańcz,Голаньч,Голаньч,
node/1758659853,town,Golczewo,Гольчево,Гольчево,
node/31524739,town,Gołdap,Голдап,Голдап,
node/1758659834,town,Goleniów,Голенюв,Голенюв,
node/31623989,town,Golina,Голина,Голіна,
node/31590395,town,Golub-Dobrzyń,Голюб-Добжинь,Голюб Добжинь,
node/31577128,town,Goniądz,Гонёндз,Гоньондз,
node/369598568,town,Góra,Гура,Ґура,
node/31876827,town,Góra Kalwaria,Гура-Кальвария,Ґура-Кальварія,
node/1859446993,town,Goraj,Горай,Ґорай,
node/1763537486,town,Gorlice,Горлице,Ґорліце,
node/31524682,town,Górowo Iławeckie,Гурово-Илавецке,Ґурово Ілавецьке,
node/31590318,town,Górzno,Гужно,Ґужно,
node/31803574,town,Gorzów Śląski,Гожув-Слёнский,Ґожув Шльонский,
node/357913636,city,Gorzów Wielkopolski,Гожув-Велькопольски,Ґожув-Велькопольський,
node/1758659852,town,Gościno,Госцино,Ґосьцино,
node/274790087,town,Gostyń,Гостынь,Ґостинь,
node/31709532,town,Gostynin,Гостынин,Ґостинін,
node/31803356,town,Gozdnica,Гоздница,Ґоздніца,
node/31803186,town,Grabów nad Prosną,Грабув-над-Просной,Ґрабув на річці Просні,
node/349239193,town,Grajewo,Граево,Ґраєво,
node/431023768,town,Grodków,Гродкув,Ґродкув,
node/31698397,town,Grodzisk Mazowiecki,Гродзиск-Мазовецкий,Ґродзіск Мазовецький,
node/31623501,town,Grodzisk Wielkopolski,Гродзиск-Велькопольский,Ґродзіск Велькопольський,
node/1854936860,town,Grójec,Груец,Ґруєць,
node/1697586141,city,Grudziądz,Грудзёндз,Ґрудзьондз,
node/692609203,town,Grybów,Грыбув,Грибів,
node/1758659838,town,Gryfice,Грыфице,Ґрифіце,
node/31590108,town,Gryfino,Грыфино,Ґрифіно,
node/1770680179,town,Gryfów Śląski,Грыфув-Слёнский,Ґрифув  Шльонский,
node/31802728,town,Gubin,Губин,Ґубін,
node/246690942,town,Hajnówka,Хайнувка,Хайнувка,
node/457485723,town,Halinów,Халинув,Халінув,
node/524124149,town,Hel,Хел,Хел,
node/31158635,town,Hrubieszów,Грубешов,Грубешів,
node/31589970,town,Iława,Илава,Ілава,
node/31802423,town,Iłowa,Илова,Ілова,
node/31876427,town,Iłża,Илжа,Ілжа,
node/31902084,town,Imielin,Имелин,Імелін,
node/229987043,town,Inowrocław,Иновроцлав,Іновроцлав,
node/1758659864,town,Ińsko,Иньско,Іньско,
node/31894302,town,Iwaniska,Іваниска,Іваніска,
node/635561654,town,Iwonicz-Zdrój,Ивоныч Здруй,Івонич Здруй,
node/1850625500,town,Izbica,Избица,Ізбица,
node/31623062,town,Izbica Kujawska,Избица-Куявска,Ізбиця Куявська,
node/1854936864,town,Jabłonowo Pomorskie,Яблоново Поморське,Яблоново Поморське,
node/692624480,town,Janikowo,Яниково,Яніково,
node/371949690,town,Janów Lubelski,Янув Любельский,Янув Любельський,
node/692612044,town,Janowiec Wielkopolski,Яновець Велькопольский,Яновець  Велькопольський,
node/31801786,town,Jaraczewo,Ярачево,Ярачево,
node/2904651941,town,Jarocin,Яроцын,Яроцин,
node/96021504,town,Jarosław,Ярослав,Ярослав,
node/274497581,town,Jasień,Ясень,Ясень,
node/1763537494,town,Jasło,Ясло,Ясло,
node/30981159,town,Jastarnia,Ястарня,Ястарня,
node/31589689,town,Jastrowie,Ястрове,Ястрове,
node/2154460153,city,Jastrzębie-Zdrój,Ястшембе-Здруй,Ястшембе-Здруй,
node/31801635,town,Jawor,Явор,Явор,
node/31901916,city,Jaworzno,Явожно,Явожно,
node/282370077,town,Jaworzyna Śląska,Явожина-Слёнска,Явожина Шльонська,
node/634167458,town,Jedlicze,Едличе,Єдліче,
node/1770680173,town,Jedlina-Zdrój,Едлина-Здруй,Єдліна Здруй,
node/368033804,town,Jedlnia-Letnisko,Едльня-Летниско,Єдльня Летніско,
node/31894002,town,Jędrzejów,Енджеув,Єнджеюв,
node/31576562,town,Jedwabne,Едвабне,Єдвабне,
node/31801528,town,Jelcz-Laskowice,Елч Ласковице,Єлч Ласковіце,
node/246693057,city,Jelenia Góra,Еленя-Гура,Єленя-Ґура,
node/31524183,town,Jeziorany,Езёраны,Єзьорани,
node/507043957,town,Jordanów,Йорданув,Йорданув,
node/31697213,town,Józefów,Юзефув,Юзефув,
node/1854936895,town,Józefów,Юзефув,Юзефув,
node/1863582667,town,Józefów nad Wisłą,Юзефув на реке Висла,Юзефув на річці Вісла,
node/31801144,town,Jutrosin,Ютросин,Ютросин,
node/31589386,town,Kaczory,Качоры,Качори,
node/498468557,town,Kalety,Калеты,Калети,
node/1697928657,city,Kalisz,Калишь,Каліш,
node/1758659855,town,Kalisz Pomorski,Калиш-Поморский,Каліш Поморський,
node/1854936901,town,Kałuszyn,Калушин,Калушин,
node/262894019,town,Kalwaria Zebrzydowska,Кальваря-Зебжидовская,Кальварія-Зебжидовська,
node/31589327,town,Kamień Krajeński,Камень-Краеньский,Камінь Краєньський,
node/27272766,town,Kamień Pomorski,Камень-Поморский,Камінь-Поморський,
node/1770680182,town,Kamieniec Ząbkowicki,Зомбковице-Слёнске,Зомбковіце-Шльонський,
node/370165392,town,Kamienna Góra,Каменна-Гура,Камінна Ґура,
node/31880716,town,Kamieńsk,Каменьск,Каменьск,
node/362656279,town,Kamionka,Камйонка,Камйонка,
node/514049775,town,Kańczuga,Канвчуга,Каньвчуга,
node/31696813,town,Karczew,Карчев,Карчев,
node/31622004,town,Kargowa,Каргова,Каргова,
node/1758659858,town,Karlino,Карлино,Карліно,
node/385563068,town,Karpacz,Карпач,Карпач,
node/24981918,town,Kartuzy,Картузы,Картузи,
node/31901874,city,Katowice,Катовице,Катовіце,
node/1770680184,town,Kąty Wrocławskie,Конты-Вроцлавске,Конти Вроцлавські,
node/31875542,town,Kazimierz Dolny,Казимеж-Дольны,Казімеж Дольний,
node/31893519,town,Kazimierza Wielka,Казимежа-Велька,Казімежа Велька,
node/600044435,town,Kcynia,Кцыня,Кциня,
node/253549223,town,Kędzierzyn-Koźle,Кендзежин-Козле,Кендзежин-Козьле,
node/31346981,town,Kępice,Кемпице,Кемпіце,
node/31795168,town,Kępno,Кемпно,Кемпно,
node/31523898,town,Kętrzyn,Кентшин,Кентшин,
node/271748535,town,Kęty,Кенты,Кенти,
node/2110720553,city,Kielce,Кельце,Кельце,
node/535404940,town,Kietrz,Кетш,Кетш,
node/31588983,town,Kisielice,Киселице,Кіселице,
node/563338229,town,Kłecko,Клецко,Клецко,
node/31621695,town,Kleczew,Клечев,Клечев,
node/464006425,town,Kleszczele,Клещеле,Клещеле,
node/31893353,town,Klimontów,Климонтув,Клімонтув,
node/3423852078,town,Kłobuck,Клобуцк,Клобуцьк,
node/1524210025,town,Kłodawa,Клодава,Клодава,
node/299292990,town,Kłodzko,Клодзко,Клодзко,
node/56022628,town,Kluczbork,Ключборк,Ключборк,
node/261839053,town,Knurów,Кнурув,Кнурув,
node/31576295,town,Knyszyn,Кнышин,Книшин,
node/638344968,town,Kobylin,Кобылин,Кобилін,
node/348945975,town,Kobyłka,Кобылка,Кобилка,
node/8900695828,town,Kock,Коцк,Коцк,
node/602499181,town,Kołaczyce,Колачице,Колачице,
node/31893273,town,Kolbuszowa,Кольбушова,Кольбушова,
node/31576064,town,Kolno,Кольно,Кольно,
node/529542296,town,Koło,Коло,Коло,
node/1523247400,town,Kołobrzeg,Колобжег,Колобжег,
node/596447807,town,Kolonowskie,Колёновске,Кольоновське,
node/31880566,town,Koluszki,Колушки,Колушкі,
node/31901742,town,Koniecpol,Конецполь,Конецполь,
node/253530808,city,Konin,Конин,Конін,
node/31874770,town,Końskie,Коньске,Конське,
node/31695669,town,Konstancin-Jeziorna,Констанцин-Езёрна (город),Констанцин Єзьорна,
node/31880561,town,Konstantynów Łódzki,Константынув-Лодзинский,Константинув Лодзиньський,
node/31892813,town,Koprzywnica,Копшивница,Копшивніца,
node/597656543,town,Korfantów,Корфантув,Корфантув,
node/31620966,town,Kórnik,Курник,Курнік,
node/31588523,town,Koronowo,Короново,Короново,
node/31523544,town,Korsze,Корше,Корше,
node/31620899,town,Kościan,Косьцян,Косьцян,
node/24974807,town,Kościerzyna,Косцежина,Косьцежина,
node/479425679,town,Kosów Lacki,Косув-Ляцки,Косув Ляцкий,
node/31620845,town,Kostrzyn,Костшин,Костшин,
node/293127233,town,Kostrzyn nad Odrą,Костшин-над-Одрой,Костшин на Одері,
node/31346920,city,Koszalin,Кошалин,Кошалін,
node/1894337188,town,Koszyce,Кошице,Кошице,
node/598897307,town,Kowal,Коваль,Коваль,
node/31588404,town,Kowalewo Pomorskie,Ковалево-Поморске,Ковалево Поморське,
node/418569492,town,Kowary,Ковары,Ковари,
node/528078976,town,Koziegłowy,Козегловы,Козеґлови (Сілезьке воєводство),
node/2066176707,town,Kozienice,Козенице,Козеніце,
node/560519383,town,Koźmin Wielkopolski,Козьмин Велькопольский,Козьмін Велькопольський,
node/1854936912,town,Koźminek,Козьминек,Козьмінек,
node/1758659811,town,Kożuchów,Кожухув,Кожухув,
node/31588276,town,Krajenka,Краенка,Краєнка,
node/1838666975,city,Kraków,Краков,Краків,
node/560719866,town,Krapkowice,Крапковице,Крапковіце,
node/371949273,town,Kraśnik,Красник,Краснік,
node/31892394,town,Krasnobród,Краснобруд,Краснобруд,
node/197471072,town,Krasnystaw,Красныстав,Красностав,
node/692632481,town,Krobia,Кробья,Кроб'я,
node/676109817,town,Krośniewice,Кросьневице,Кросьневіце,
node/1763537504,city,Krosno,Кросно,Кросно,
node/26433204,town,Krosno Odrzańskie,Кросно-Оджаньске,Кросно-Оджанське,
node/31797403,town,Krotoszyn,Кротошин,Кротошин,
node/527840822,town,Kruszwica,Крушвица,Крушвіца,
node/31531709,town,Krynica Morska,Крыница-Морска,Криніца Морска,
node/288825557,town,Krynica-Zdrój,Крыница-Здруй,Криниця-Здруй,
node/31575223,town,Krynki,Крынки,Кринкі,
node/562814647,town,Krzanowice,Кшановице,Кшановіце,
node/596213829,town,Krzepice,Кшепице,Кшепіце,
node/31901651,town,Krzeszowice,Кшешовице,Кшешовіце,
node/472379523,town,Krzywiń,Кшивинь,Кшивінь,
node/260874121,town,Krzyż Wielkopolski,Кшиж-Велькопольский,Кшиж Велькопольський,
node/31620215,town,Książ Wielkopolski,Ксёнж-Велькопольский,Ксьонж Велькопольский,
node/346150662,town,Kudowa-Zdrój,Кудова-Здруй,Кудова Здруй,
node/31891739,town,Kunów,Кунув,Кунув,
node/253556355,town,Kutno,Кутно,Кутно,
node/500840374,town,Kuźnia Raciborska,Кузня-Рациборская,Кузня-Рациборська,
node/31531689,town,Kwidzyn,Квидзын,Квідзин,
node/310474340,town,Łabiszyn,Лабишин,Лабішин,
node/299177114,town,Lądek-Zdrój,Лёндек-Здруй,Льондек-Здруй,
node/418648597,town,Łagów,Лагув,Лаґув,
node/31891667,town,Łańcut,Ланьцут,Ланьцут,
node/599268599,town,Łapy,Лапы,Лапи,
node/31587581,town,Łasin,Ласин,Ласін,
node/31880367,town,Łask,Ласк,Ласк,
node/1854937259,town,Łaskarzew,Ласкажев,Ласкажев,
node/31891620,town,Łaszczów,Лащув,Лащув,
node/692604464,town,Łaziska Górne,Лазиска-Гурне,Лазиська Ґурне,
node/1854937260,town,Łazy,Лазы (Польша),Лази (місто),
node/30981926,town,Łeba,Леба,Леба,
node/31531662,town,Lębork,Лемборк,Лемборк,
node/1841117363,town,Łęczna,Ленчна,Ленчна,
node/248078775,town,Łęczyca,Ленчица,Ленчица,
node/244025165,town,Lędziny,Лендзины,Лендзіни,
node/31694025,town,Legionowo,Легионово,Леґьоново,
node/3952721523,city,Legnica,Легница,Легниця,
node/314672220,town,Łęknica,Ленкница,Ленкніца,
node/39393534,town,Lesko,Леско,Леско,
node/3009721354,town,Leśna,Лесьна,Лешна,
node/663676762,town,Leśnica,Лесница (город),Лесьниця (Опольське воєводство),
node/155462541,city,Leszno,Лешно,Лешно,
node/299491786,town,Lewin Brzeski,Левин-Бжеский,Левін Бжеський,
node/31891329,town,Leżajsk,Лежайск,Лежайськ,
node/31901490,town,Libiąż,Либёнж,Лібйонж,
node/692602646,town,Lidzbark,Лидзбарк,Лідзбарк,
node/31522931,town,Lidzbark Warmiński,Лидзбарк-Варминьски,Лідзбарк Вармінський,
node/227609975,town,Limanowa,Лиманова,Ліманова,
node/1758659859,town,Lipiany,Липяны,Ліпяни,
node/466224392,town,Lipno,Липно,Ліпно,
node/1854936941,town,Lipsk,Липск,Ліпск,
node/31873964,town,Lipsko,Липско,Ліпсько,
node/31587119,town,Łobez,Лобез,Лобез,
node/31587113,town,Łobżenica,Лобженица,Лобженіца,
node/692617141,town,Łochów,Лохув,Лохув,
node/30094969,city,Łódź,Лодзь,Лодзь,
node/31693576,town,Łomianki,Ломянки,Ломянкі,
node/31574828,city,Łomża,Ломжа,Ломжа,
node/1854937262,town,Łosice,Лосице,Лосіце,
node/31707960,town,Łowicz,Лович,Ловіч,
node/31891166,town,Lubaczów,Любачув,Любачів,
node/383902758,town,Lubań,Любань,Любань,
node/363634412,town,Lubartów,Любартув,Любартув,
node/31587002,town,Lubawa,Любава,Любава,
node/370165396,town,Lubawka,Любавка,Любавка,
node/31707928,town,Lubień Kujawski,Любень-Куявский,Любень Куявський,
node/253531511,town,Lubin,Любин,Любін,
node/30014556,city,Lublin,Люблин,Люблін,
node/128055233,town,Lubliniec,Люблинец,Люблінець,
node/692603635,town,Lubniewice,Любневице,Любневіце,
node/31796147,town,Lubomierz,Любомеж,Любомеж,
node/354512367,town,Luboń,Любонь,Любонь,
node/31586887,town,Lubowidz,Любовидз,Любовідз,
node/600356053,town,Lubraniec,Любранец,Любранец,
node/31796132,town,Lubsko,Любско,Любсько,
node/2006432543,town,Lubycza Królewska,Любича Крулевска,Любича Крулевска,
node/1854937266,town,Łuków,Лукув,Лукув,
node/31880272,town,Lutomiersk,Лютомерск,Лютомерск,
node/31796064,town,Lututów,Лутутув,Лутутув,
node/31618825,town,Lwówek,Львувек,Львувек,
node/2668487945,town,Lwówek Śląski,Львувек-Слёнски,Львувек  Шльонський,
node/35132647,town,Maków Mazowiecki,Макув-Мазовецки,Макув-Мазовецький,
node/266013007,town,Maków Podhalański,Макув-Подхаляньский,Маків-Підхалянський,
node/127571050,town,Malbork,Мальборк,Мальборк,
node/31890647,town,Małogoszcz,Малогощ,Малоґощ,
node/1758659860,town,Małomice,Маломице,Маломіце,
node/276970908,town,Margonin,Маргонин,Маргонін,
node/348945802,town,Marki,Марки,Маркі,
node/293355196,town,Maszewo,Машево,Машево,
node/598921475,town,Miasteczko Śląskie,Мястечко-Слёнске,Мястечко-Шльонське,
node/31346480,town,Miastko,Мястко,Мястко,
node/31574622,town,Michałowo,Михалово,Міхалово,
node/31890453,town,Miechów,Мехув,Мехув,
node/1854936970,town,Międzybórz,Мендзыбуж,Мендзибуж,
node/281713324,town,Międzychód,Мендзыхуд,Мендзихуд,
node/299272939,town,Międzylesie,Мендзылесье,Мендзилесє,
node/359441565,town,Międzyrzec Podlaski,Мендзыжец-Подляский,Мендзижеч Підляський,
node/31618019,town,Międzyrzecz,Мендзыжеч,Мендзижеч,
node/255408531,town,Międzyzdroje,Мендзыздрое,Мендзиздроє,
node/31795622,town,Miejska Górka,Мейска-Гурка,Мейска Ґурка,
node/31890133,town,Mielec,Мелец,Мелець,
node/31346475,town,Mielno,Мельно,Мельно,
node/346144826,town,Mieroszów,Мерошув,Мерошув,
node/393808189,town,Mieszkowice,Мешковице,Мешковице,
node/31522735,town,Mikołajki,Миколайки,Міколайкі,
node/322709211,town,Mikołów,Миколув,Миколув,
node/31795547,town,Mikstat,Микстат,Мікстат,
node/31522716,town,Miłakowo,Милаково,Мілаково,
node/31692544,town,Milanówek,Милянувек,Мілянувек,
node/31795532,town,Milicz,Милич,Міліч,
node/31531489,town,Miłomłyn,Миломлын,Міломлин,
node/31617723,town,Miłosław,Милослав,Мілослав,
node/31692413,town,Mińsk Mazowiecki,Миньск-Мазовецки,Міньск Мазовецький,
node/31586189,town,Mirosławiec,Мирославец,Мірославец,
node/2716747276,town,Mirsk,Мирск,Мірськ,
node/31574380,town,Mława,Млава,Млава,
node/31531280,town,Młynary,Млынары,Млинари,
node/1859414380,town,Modliborzyce,Модлибожице,Модлібожице,
node/368033575,town,Mogielnica,Могельница,Могельниця,
node/230100325,town,Mogilno,Могильно,Моґільно,
node/31574303,town,Mońki,Моньки,Моньки,
node/692610384,town,Morąg,Моронг,Моронг,
node/31889932,town,Morawica,Моравица,Моравіца,
node/1855026520,town,Mordy,Морды,Морди,
node/1968326353,town,Moryń,Моринь,Моринь,
node/1901727112,town,Mosina,Мосина,Мосіна,
node/31522478,town,Mrągowo,Мронгово,Мронгово,
node/31585959,town,Mrocza,Мроча,Мроча,
node/31691979,town,Mrozy,Мрозы,Мрози,
node/507014566,town,Mszana Dolna,Мшана-Дольна,Мшана-Дольна,
node/31870955,town,Mszczonów,Мщонув,Мщонув,
